playerID,candidate,inducted,inducted_percent,max_percent,avg,obp,slp,ops,so_percent,G,AB,R,H,HR,RBI,SB,BB,W_team,L_team,W_team_percent,Div_w,Lg_w,WS_w,avg_post,obp_post,slp_post,ops_post,so_percent_post,G_post,AB_post,R_post,H_post,HR_post,RBI_post,SB_post,BB_post,GP_allstar,startingPos_allstar,Triple_Crown,Most_Valuable_Player,Rookie_of_the_Year,Babe_Ruth_Award,Lou_Gehrig_Memorial_Award,World_Series_MVP,Gold_Glove,All-Star_Game_MVP,Hutch_Award,Roberto_Clemente_Award,NLCS_MVP,ALCS_MVP,Silver_Slugger,Hank_Aaron_Award,birthCountry_USA,bats_L,throws_L,duration
duffyma01,0,0,0,0,0.279418659,0.338640275,0.372714487,0.711354762,0.186591655,626,2133,253,596,29,215,40,162,657,639,0.506944444,0,1,1,0.363636364,0.363636364,0.363636364,0.727272727,0.181818182,11,11,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.375257534
duggast01,0,0,0,0,0.235824742,0.294887039,0.367268041,0.66215508,0.337628866,271,776,101,183,14,87,19,61,508,524,0.492248062,1,0,0,0,0.25,0,0.25,0.666666667,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4.112336324
dunanjo01,0,0,0,0,0.3,0.363636364,0.7,1.063636364,0.3,3,10,2,3,1,1,0,0,69,93,0.425925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.049282326
duranez01,0,0,0,0,0.235576923,0.277272727,0.365384615,0.642657343,0.259615385,58,208,25,49,5,25,4,12,68,94,0.419753086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262839073
duranja01,0,0,0,0,0.218649518,0.27027027,0.353697749,0.623968019,0.331189711,91,311,40,68,5,27,9,18,170,154,0.524691358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.20741699
duvalad01,0,0,0,0,0.229963899,0.291832669,0.46534296,0.75717563,0.312274368,830,2770,382,637,163,478,18,204,833,846,0.496128648,5,2,2,0.2,0.25,0.4,0.65,0.355555556,27,90,7,18,5,18,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,8.076825671
dysonja01,0,0,0,0,0.243533625,0.315201729,0.331874254,0.647075983,0.190210903,992,2513,387,612,21,185,266,242,1025,1039,0.496608527,1,2,1,0.095238095,0.173913043,0.095238095,0.269151139,0.333333333,21,21,3,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11.07209594
eatonad02,0,0,0,0,0.276243094,0.355181347,0.409130561,0.764311908,0.197441117,915,3439,566,950,66,319,87,346,857,823,0.510119048,2,1,1,0.245901639,0.361111111,0.409836066,0.770947177,0.147540984,17,61,11,15,2,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8.944742192
eatonna01,0,0,0,0,0.264150943,0.338983051,0.386792453,0.725775504,0.283018868,44,106,16,28,1,12,11,10,65,97,0.401234568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.229984189
edmanto01,0,0,0,0,0.269450801,0.323264441,0.410183066,0.733447507,0.18020595,459,1748,274,471,40,175,79,116,304,240,0.558823529,2,0,0,0.224137931,0.274193548,0.310344828,0.584538376,0.206896552,15,58,6,13,0,3,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3.32929492
eibnebr01,0,0,0,0,0.190909091,0.26446281,0.354545455,0.619008264,0.304545455,90,220,24,42,8,28,0,21,285,261,0.521978022,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.325893071
ellisaj01,0,0,0,0,0.239219713,0.343085106,0.352156057,0.695241164,0.212525667,672,1948,194,466,44,229,2,280,1010,933,0.51981472,6,0,0,0.365384615,0.45,0.615384615,1.065384615,0.173076923,17,52,7,19,2,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.0426429
ellisdr01,0,0,0,0,0.141176471,0.27,0.211764706,0.481764706,0.4,35,85,12,12,1,6,0,11,216,270,0.444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.908985126
ellsbja01,0,0,0,0,0.283945522,0.344169344,0.417457697,0.761627041,0.152084193,1235,4846,749,1376,104,512,343,399,977,805,0.548260382,2,2,2,0.27972028,0.348101266,0.384615385,0.73271665,0.188811189,45,143,27,40,0,17,11,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,10.25619965
elmorja01,0,0,0,0,0.215053763,0.294003868,0.275268817,0.569272686,0.172043011,217,465,37,100,4,37,4,50,430,542,0.442386831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.13498566
encared01,0,0,0,0,0.260227273,0.352882704,0.496306818,0.849189522,0.202556818,1960,7040,1099,1832,424,1261,61,903,1429,1385,0.507818053,4,0,0,0.216,0.324137931,0.36,0.684137931,0.272,35,125,14,27,4,16,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26383156
encarje01,0,0,0,0,0.181818182,0.2125,0.337662338,0.550162338,0.415584416,23,77,7,14,3,14,2,3,69,93,0.425925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271052794
engelad01,0,0,0,0,0.225053079,0.280551905,0.350318471,0.630870377,0.318471338,523,1413,173,318,30,123,47,76,410,459,0.471806674,1,0,0,0.157894737,0.157894737,0.368421053,0.526315789,0.315789474,7,19,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.36082192
ervinph01,0,0,0,0,0.247440273,0.324655436,0.406143345,0.730798781,0.273037543,237,586,75,145,17,68,15,56,268,338,0.442244224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.433335387
escobal02,0,0,0,0,0.258434783,0.296369637,0.345391304,0.641760941,0.15026087,1554,5750,670,1486,45,478,178,253,999,1107,0.474358974,1,2,1,0.311111111,0.330935252,0.466666667,0.797601918,0.155555556,31,135,21,42,2,14,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,13.86749899
escobed01,0,0,0,0,0.254372019,0.310149191,0.435384965,0.745534156,0.219168749,1264,4403,561,1120,158,605,21,333,1111,1217,0.477233677,1,0,0,0.347826087,0.4,0.565217391,0.965217391,0.347826087,8,23,2,8,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11.09126129
escobyu01,0,0,0,0,0.282408278,0.351250213,0.386265287,0.7375155,0.129068674,1434,5315,689,1501,90,519,34,509,978,967,0.502827763,0,0,0,0.421052632,0.421052632,0.526315789,0.947368421,0.052631579,5,19,3,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.18227616
espinda01,0,0,0,0,0.221305842,0.298452012,0.378350515,0.676802528,0.324054983,872,2910,367,644,98,316,64,242,845,774,0.521927116,3,0,0,0.090909091,0.230769231,0.090909091,0.321678322,0.484848485,12,33,3,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7.041896822
espinsa01,0,0,0,0,0.280437756,0.33919598,0.377564979,0.716760959,0.155950752,254,731,93,205,9,74,13,62,215,169,0.559895833,0,0,0,0.5,0.5,0.75,1.25,0,1,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.160208629
estrath01,0,0,0,0,0.25520111,0.317662008,0.404993065,0.722655073,0.202496533,253,721,110,184,25,99,27,46,324,222,0.593406593,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45797655
ethiean01,0,0,0,0,0.284791667,0.361539892,0.463333333,0.824873225,0.195416667,1455,4800,641,1367,162,687,29,519,1070,873,0.550694802,7,1,0,0.246031746,0.344827586,0.428571429,0.773399015,0.26984127,51,126,18,31,5,11,0,18,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,11.41981013
evansph01,0,0,0,0,0.231270358,0.331444759,0.319218241,0.650663,0.247557003,121,307,34,71,6,27,2,39,227,319,0.415750916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.994606323
faircst01,0,0,0,0,0.232142857,0.322834646,0.428571429,0.751406074,0.330357143,58,112,17,26,5,8,0,9,285,363,0.439814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.251223502
fargajo01,0,0,0,0,0.25,0.264150943,0.384615385,0.648766328,0.288461538,22,52,4,13,0,5,1,1,148,176,0.456790123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380569074
farmeky01,0,0,0,0,0.254464286,0.31369863,0.392857143,0.706555773,0.212797619,480,1344,146,342,39,183,11,75,447,424,0.513203215,2,2,0,0,0,0,0,0.444444444,6,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.185595871
feathta01,0,0,0,0,0.159817352,0.223628692,0.255707763,0.479336455,0.328767123,137,219,31,35,4,16,7,14,236,250,0.485596708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.3053177
federti01,0,0,0,0,0.192118227,0.242494226,0.327586207,0.570080433,0.352216749,163,406,31,78,12,39,1,25,769,687,0.528159341,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.04123288
felicma01,0,0,0,0,0.25,0.5,0.25,0.75,0.25,3,4,1,1,0,0,0,2,181,143,0.558641975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.297767921
fermifr01,0,0,0,0,0,0,0,0,0.428571429,3,7,1,0,0,0,0,0,65,97,0.401234568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008213721
fernajo03,0,0,0,0,0.267241379,0.308943089,0.387931034,0.696874124,0.129310345,36,116,9,31,2,11,1,6,80,82,0.49382716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.312121399
fieldjo04,0,0,0,0,0.221719457,0.255411255,0.402714932,0.658126188,0.325791855,84,221,28,49,9,21,4,7,168,156,0.518518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.462706284
fishede01,0,0,0,0,0.195121951,0.287257019,0.37804878,0.6653058,0.402439024,172,410,63,80,17,53,10,50,505,365,0.58045977,4,2,1,0,1,0,1,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4.021985393
flahery01,0,0,0,0,0.214501511,0.285223368,0.345166163,0.630389531,0.271903323,547,1324,152,284,37,142,10,112,702,594,0.541666667,2,0,0,0.264705882,0.342105263,0.441176471,0.783281734,0.264705882,13,34,5,9,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7.479961943
fletcda02,0,0,0,0,0.277864178,0.325096899,0.360290306,0.685387205,0.10316226,501,1929,243,536,14,156,29,128,328,380,0.463276836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.314941443
florera02,0,0,0,0,0.204152249,0.285714286,0.256055363,0.541769649,0.21799308,119,289,21,59,2,20,3,31,240,246,0.49382716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.182111885
florewi01,0,0,0,0,0.261177922,0.317378917,0.43293247,0.750311387,0.150169596,1015,3243,404,847,126,446,5,233,779,739,0.513175231,2,1,0,0.169811321,0.266666667,0.245283019,0.511949686,0.20754717,17,53,5,9,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.166512659
flories01,0,0,0,0,0.185185185,0.301587302,0.277777778,0.579365079,0.388888889,29,54,7,10,1,3,3,8,224,160,0.583333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.045216534
floripe01,0,0,0,0,0.210659898,0.27080891,0.318527919,0.589336829,0.308375635,321,788,96,166,12,73,26,63,593,702,0.457915058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.050110543
flowety01,0,0,0,0,0.236970684,0.320522117,0.391286645,0.711808762,0.346905537,802,2456,267,582,86,301,2,227,905,936,0.491580663,3,0,0,0.272727273,0.333333333,0.272727273,0.606060606,0.272727273,7,11,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.06935803
fontano01,0,0,0,0,0.064516129,0.171428571,0.258064516,0.429493088,0.451612903,20,31,2,2,2,2,1,4,160,164,0.49382716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.067783733
fordmi01,0,0,0,0,0.200980392,0.301927195,0.387254902,0.689182097,0.262254902,151,408,50,82,20,51,0,52,573,459,0.555232558,2,0,0,0,0,0,0,0.5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.447024922
forsylo01,0,0,0,0,0.244230769,0.328205128,0.368910256,0.697115385,0.242628205,971,3120,389,762,71,307,42,343,831,850,0.494348602,2,2,0,0.297297297,0.434782609,0.351351351,0.78613396,0.189189189,14,37,9,11,0,6,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.314359638
forteni01,0,0,0,0,0.237903226,0.310218978,0.427419355,0.737638333,0.213709677,86,248,47,59,13,31,6,21,136,188,0.419753086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.048618384
fowlede01,0,0,0,0,0.259126984,0.359629566,0.417460317,0.777089884,0.263095238,1460,5040,817,1306,127,517,149,740,1099,1064,0.508090615,2,1,1,0.218934911,0.262569832,0.360946746,0.623516578,0.236686391,42,169,23,37,5,16,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12.60258595
fowledu01,0,0,0,0,0.214592275,0.256097561,0.326180258,0.582277818,0.287553648,88,233,22,50,6,25,7,11,249,237,0.512345679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.813904461
foxlu01,0,0,0,0,0.08,0.115384615,0.08,0.195384615,0.36,10,25,2,2,0,2,1,1,55,107,0.339506173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.060233954
fraleja01,0,0,0,0,0.223790323,0.332755633,0.393145161,0.725900794,0.302419355,165,496,66,111,21,65,16,74,247,299,0.452380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.126689802
francma02,0,0,0,0,0.244484739,0.294980259,0.414022363,0.709002623,0.171955273,923,3309,364,809,130,467,5,221,567,789,0.418141593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96730939
francty01,0,0,0,0,0.278507256,0.349937733,0.438147892,0.788085626,0.197650311,404,1447,189,403,49,203,0,101,314,292,0.518151815,0,0,0,0.230769231,0.259259259,0.269230769,0.528490028,0.230769231,5,26,1,6,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.447024922
francwa01,0,0,0,0,0.282352941,0.340030912,0.438655462,0.778686374,0.117647059,153,595,99,168,13,72,10,50,186,138,0.574074074,1,0,0,0.285714286,0.310344828,0.571428571,0.881773399,0.178571429,6,28,5,8,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.286816293
frankni01,0,0,0,0,0.213685474,0.285714286,0.358943577,0.644657863,0.295318127,301,833,83,178,24,96,17,77,645,652,0.497301465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4.950135869
fraziad01,0,0,0,0,0.272991639,0.337309476,0.392221011,0.729530487,0.141039622,821,2751,374,751,43,257,41,228,553,639,0.463926174,0,0,0,0.217391304,0.25,0.260869565,0.510869565,0.217391304,5,23,3,5,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6.280758674
frazicl01,0,0,0,0,0.237903226,0.330578512,0.427419355,0.757997867,0.330645161,247,744,104,177,29,98,8,92,493,377,0.566666667,1,0,0,0.285714286,0.285714286,0.714285714,1,0.714285714,4,7,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.936446334
frazito01,0,0,0,0,0.241120219,0.320766252,0.445127505,0.765893757,0.247040073,1244,4392,604,1059,218,640,73,438,914,988,0.480546793,1,0,0,0.188679245,0.25862069,0.301886792,0.560507482,0.245283019,18,53,6,10,1,6,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.965981505
freemfr01,0,0,0,0,0.298322621,0.38852459,0.509013952,0.897538542,0.221664838,1724,6379,1086,1903,292,1041,66,860,1077,925,0.537962038,6,1,1,0.295857988,0.405,0.544378698,0.949378698,0.24260355,46,169,24,50,10,23,2,27,5,3,0,1,0,0,0,0,1,0,0,0,0,0,3,1,1,1,0,12.09607316
freemmi01,0,0,0,0,0.224719101,0.31,0.306179775,0.616179775,0.331460674,193,356,45,80,5,32,2,38,735,622,0.541635962,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5.051438428
freemty01,0,0,0,0,0.246753247,0.317647059,0.285714286,0.603361345,0.142857143,24,77,9,19,0,3,1,4,92,70,0.567901235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.156060699
freesda01,0,0,0,0,0.277009047,0.353249226,0.423363491,0.776612718,0.259180415,1184,3758,481,1041,113,535,8,370,1068,875,0.549665466,5,3,1,0.299019608,0.372807018,0.549019608,0.921826625,0.269607843,69,204,26,61,10,36,0,20,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,10.48070802
freitda01,0,0,0,0,0.2,0.270072993,0.288,0.558072993,0.272,59,125,13,25,1,8,0,12,318,330,0.490740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.083547232
friedtj01,0,0,0,0,0.24609375,0.327526132,0.43359375,0.761119882,0.1640625,86,256,42,63,9,27,7,24,145,179,0.447530864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.04314257
fryerer01,0,0,0,0,0.232415902,0.321621622,0.29969419,0.621315811,0.244648318,159,327,46,76,2,27,2,41,617,678,0.476447876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.069939834
fuentjo01,0,0,0,0,0.242924528,0.270454545,0.377358491,0.647813036,0.268867925,149,424,52,103,12,57,2,15,171,212,0.446475196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.425785608
fuentre01,0,0,0,0,0.238095238,0.285714286,0.30952381,0.595238095,0.280952381,100,210,25,50,3,15,7,14,250,236,0.514403292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4.098646789
galero01,0,0,0,0,0.108108108,0.108108108,0.189189189,0.297297297,0.297297297,22,37,2,4,1,2,0,0,343,306,0.528505393,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.682484924
gallaca01,0,0,0,0,0.24047619,0.30349345,0.354761905,0.658255355,0.216666667,171,420,41,101,7,39,0,34,362,508,0.416091954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.974777032
gallois01,0,0,0,0,0.186440678,0.244094488,0.296610169,0.540704658,0.322033898,62,118,13,22,3,8,3,9,120,203,0.371517028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.77756559
gallojo01,0,0,0,0,0.199238579,0.325614535,0.469120135,0.79473467,0.443316413,752,2364,400,471,177,386,29,417,790,728,0.520421607,4,0,0,0,0,0,0,0.25,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,7.3458045
galvifr01,0,0,0,0,0.246365723,0.29407549,0.387146136,0.681221626,0.217546544,1102,3921,436,966,109,426,57,241,800,1042,0.434310532,0,0,0,0.333333333,0.5,0.333333333,0.833333333,0.333333333,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.497799407
gamelbe01,0,0,0,0,0.252820513,0.334399269,0.384615385,0.719014654,0.279487179,679,1950,259,493,40,198,21,225,658,698,0.485250737,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6.414916117
garciad01,0,0,0,0,0.266741071,0.30106383,0.4140625,0.71512633,0.168526786,244,896,104,239,29,110,7,36,207,278,0.426804124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.373765375
garciad02,0,0,0,0,0.243176179,0.292343387,0.449131514,0.741474901,0.320926385,329,1209,168,294,58,192,41,73,238,308,0.435897436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.161618651
garciar01,0,0,0,0,0.215946844,0.253164557,0.332225914,0.585390471,0.378737542,116,301,27,65,10,25,0,10,298,350,0.459876543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.098646789
garciav01,0,0,0,0,0.265365339,0.321228369,0.42020575,0.74143412,0.260089686,1049,3791,484,1006,135,510,49,255,889,953,0.482627579,3,1,0,0.272727273,0.304347826,0.333333333,0.637681159,0.318181818,23,66,6,18,1,7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.09466313
garcide02,0,0,0,0,0.206896552,0.264,0.387931034,0.651931034,0.474137931,39,116,13,24,5,20,0,8,60,102,0.37037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235460003
garcigr01,0,0,0,0,0.245437956,0.356420233,0.33850365,0.694923883,0.246350365,578,1096,142,269,14,99,7,166,554,478,0.536821705,2,0,0,0,0,0,0,0.333333333,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6.420391931
garcijo02,0,0,0,0,0.170212766,0.214765101,0.223404255,0.438169356,0.421985816,93,282,21,48,2,15,6,13,176,208,0.458333333,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.108188395
garcile02,0,0,0,0,0.252593595,0.295193535,0.350473613,0.645667148,0.248082995,703,2217,290,560,34,201,64,109,791,889,0.470833333,1,0,0,0.142857143,0.181818182,0.333333333,0.515151515,0.476190476,6,21,3,3,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.459468709
garcilu04,0,0,0,0,0.264383562,0.291556728,0.401369863,0.692926591,0.21369863,203,730,76,193,15,83,4,27,146,238,0.380208333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.143781186
garcima01,0,0,0,0,0.318181818,0.347826087,0.363636364,0.711462451,0.227272727,9,22,1,7,0,2,0,1,65,97,0.401234568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093088838
garciro02,0,0,0,0,0.174157303,0.242268041,0.325842697,0.568110738,0.43258427,78,178,16,31,6,19,0,15,179,145,0.552469136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.16842235
garciwi01,0,0,0,0,0.238095238,0.310344828,0.4,0.710344828,0.295238095,44,105,15,25,2,12,0,11,67,95,0.413580247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45723047
gardnbr01,0,0,0,0,0.25623148,0.343841304,0.398117483,0.741958787,0.217012376,1688,5737,943,1470,139,578,274,699,1238,928,0.57156048,4,1,1,0.210810811,0.287804878,0.281081081,0.568885959,0.32972973,68,185,26,39,3,19,6,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,13.26242154
garliky01,0,0,0,0,0.228840125,0.282798834,0.438871473,0.721670307,0.332288401,144,319,48,73,17,37,1,19,285,261,0.521978022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.32929492
garnedu01,0,0,0,0,0.205357143,0.286573146,0.372767857,0.659341003,0.292410714,168,448,51,92,15,54,0,45,708,810,0.466403162,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.696920539
